,img_names,labels,class_names,data_split
0,cat.0.jpg,0,cat,train
1,cat.1.jpg,0,cat,train
2,cat.10.jpg,0,cat,train
3,cat.100.jpg,0,cat,train
4,cat.1000.jpg,0,cat,train
5,cat.10000.jpg,0,cat,train
6,cat.10001.jpg,0,cat,train
7,cat.10002.jpg,0,cat,train
8,cat.10003.jpg,0,cat,train
9,cat.10004.jpg,0,cat,train
10,cat.10005.jpg,0,cat,train
11,cat.10006.jpg,0,cat,train
12,cat.10007.jpg,0,cat,train
13,cat.10008.jpg,0,cat,train
14,cat.10009.jpg,0,cat,train
15,cat.1001.jpg,0,cat,train
16,cat.10010.jpg,0,cat,train
17,cat.10011.jpg,0,cat,train
18,cat.10012.jpg,0,cat,train
19,cat.10013.jpg,0,cat,train
20,cat.10014.jpg,0,cat,train
21,cat.10015.jpg,0,cat,train
22,cat.10016.jpg,0,cat,train
23,cat.10017.jpg,0,cat,train
24,cat.10018.jpg,0,cat,train
25,cat.10019.jpg,0,cat,train
26,cat.1002.jpg,0,cat,train
27,cat.10020.jpg,0,cat,train
28,cat.10021.jpg,0,cat,train
29,cat.10022.jpg,0,cat,train
30,cat.10023.jpg,0,cat,train
31,cat.10024.jpg,0,cat,train
32,cat.10025.jpg,0,cat,train
33,cat.10026.jpg,0,cat,train
34,cat.10027.jpg,0,cat,train
35,cat.10028.jpg,0,cat,train
36,cat.10029.jpg,0,cat,train
37,cat.1003.jpg,0,cat,train
38,cat.10030.jpg,0,cat,train
39,cat.10031.jpg,0,cat,train
40,cat.10032.jpg,0,cat,train
41,cat.10033.jpg,0,cat,train
42,cat.10034.jpg,0,cat,train
43,cat.10035.jpg,0,cat,train
44,cat.10036.jpg,0,cat,train
45,cat.10037.jpg,0,cat,train
46,cat.10038.jpg,0,cat,train
47,cat.10039.jpg,0,cat,train
48,cat.1004.jpg,0,cat,train
49,cat.10040.jpg,0,cat,train
50,cat.10041.jpg,0,cat,train
51,cat.10042.jpg,0,cat,train
52,cat.10043.jpg,0,cat,train
53,cat.10044.jpg,0,cat,train
54,cat.10045.jpg,0,cat,train
55,cat.10046.jpg,0,cat,train
56,cat.10047.jpg,0,cat,train
57,cat.10048.jpg,0,cat,train
58,cat.10049.jpg,0,cat,train
59,cat.1005.jpg,0,cat,train
60,cat.10050.jpg,0,cat,train
61,cat.10051.jpg,0,cat,train
62,cat.10052.jpg,0,cat,train
63,cat.10053.jpg,0,cat,train
64,cat.10054.jpg,0,cat,train
65,cat.10055.jpg,0,cat,train
66,cat.10056.jpg,0,cat,train
67,cat.10057.jpg,0,cat,train
68,cat.10058.jpg,0,cat,train
69,cat.10059.jpg,0,cat,train
70,cat.1006.jpg,0,cat,train
71,cat.10060.jpg,0,cat,train
72,cat.10061.jpg,0,cat,train
73,cat.10062.jpg,0,cat,train
74,cat.10063.jpg,0,cat,train
75,cat.10064.jpg,0,cat,train
76,cat.10065.jpg,0,cat,train
77,cat.10066.jpg,0,cat,train
78,cat.10067.jpg,0,cat,train
79,cat.10068.jpg,0,cat,train
80,cat.10069.jpg,0,cat,train
81,cat.1007.jpg,0,cat,train
82,cat.10070.jpg,0,cat,train
83,cat.10071.jpg,0,cat,train
84,cat.10072.jpg,0,cat,train
85,cat.10073.jpg,0,cat,train
86,cat.10074.jpg,0,cat,train
87,cat.10075.jpg,0,cat,train
88,cat.10076.jpg,0,cat,train
89,cat.10077.jpg,0,cat,train
90,cat.10078.jpg,0,cat,train
91,cat.10079.jpg,0,cat,train
92,cat.1008.jpg,0,cat,train
93,cat.10080.jpg,0,cat,train
94,cat.10081.jpg,0,cat,train
95,cat.10082.jpg,0,cat,train
96,cat.10083.jpg,0,cat,train
97,cat.10084.jpg,0,cat,train
98,cat.10085.jpg,0,cat,train
99,cat.10086.jpg,0,cat,train
100,cat.10087.jpg,0,cat,train
101,cat.10088.jpg,0,cat,train
102,cat.10089.jpg,0,cat,train
103,cat.1009.jpg,0,cat,train
104,cat.10090.jpg,0,cat,train
105,cat.10091.jpg,0,cat,train
106,cat.10092.jpg,0,cat,train
107,cat.10093.jpg,0,cat,train
108,cat.10094.jpg,0,cat,train
109,cat.10095.jpg,0,cat,train
110,cat.10096.jpg,0,cat,train
111,cat.10097.jpg,0,cat,train
112,cat.10098.jpg,0,cat,train
113,cat.10099.jpg,0,cat,train
114,cat.101.jpg,0,cat,train
115,cat.1010.jpg,0,cat,train
116,cat.10100.jpg,0,cat,train
117,cat.10101.jpg,0,cat,train
118,cat.10102.jpg,0,cat,train
119,cat.10103.jpg,0,cat,train
120,cat.10104.jpg,0,cat,train
121,cat.10105.jpg,0,cat,train
122,cat.10106.jpg,0,cat,train
123,cat.10107.jpg,0,cat,train
124,cat.10108.jpg,0,cat,train
125,cat.10109.jpg,0,cat,train
126,cat.1011.jpg,0,cat,train
127,cat.10110.jpg,0,cat,train
128,cat.10111.jpg,0,cat,train
129,cat.10112.jpg,0,cat,train
130,cat.10113.jpg,0,cat,train
131,cat.10114.jpg,0,cat,train
132,cat.10115.jpg,0,cat,train
133,cat.10116.jpg,0,cat,train
134,cat.10117.jpg,0,cat,train
135,cat.10118.jpg,0,cat,train
136,cat.10119.jpg,0,cat,train
137,cat.1012.jpg,0,cat,train
138,cat.10120.jpg,0,cat,train
139,cat.10121.jpg,0,cat,train
140,cat.10122.jpg,0,cat,train
141,cat.10123.jpg,0,cat,train
142,cat.10124.jpg,0,cat,train
143,cat.10125.jpg,0,cat,train
144,cat.10126.jpg,0,cat,train
145,cat.10127.jpg,0,cat,train
146,cat.10128.jpg,0,cat,train
147,cat.10129.jpg,0,cat,train
148,cat.1013.jpg,0,cat,train
149,cat.10130.jpg,0,cat,train
150,cat.10131.jpg,0,cat,train
151,cat.10132.jpg,0,cat,train
152,cat.10133.jpg,0,cat,train
153,cat.10134.jpg,0,cat,train
154,cat.10135.jpg,0,cat,train
155,cat.10136.jpg,0,cat,train
156,cat.10137.jpg,0,cat,train
157,cat.10138.jpg,0,cat,train
158,cat.10139.jpg,0,cat,train
159,cat.1014.jpg,0,cat,train
160,cat.10140.jpg,0,cat,train
161,cat.10141.jpg,0,cat,train
162,cat.10142.jpg,0,cat,train
163,cat.10143.jpg,0,cat,train
164,cat.10144.jpg,0,cat,train
165,cat.10145.jpg,0,cat,train
166,cat.10146.jpg,0,cat,train
167,cat.10147.jpg,0,cat,train
168,cat.10148.jpg,0,cat,train
169,cat.10149.jpg,0,cat,train
170,cat.1015.jpg,0,cat,train
171,cat.10150.jpg,0,cat,train
172,cat.10151.jpg,0,cat,train
173,cat.10152.jpg,0,cat,train
174,cat.10153.jpg,0,cat,train
175,cat.10154.jpg,0,cat,train
176,cat.10155.jpg,0,cat,train
177,cat.10156.jpg,0,cat,train
178,cat.10157.jpg,0,cat,train
179,cat.10158.jpg,0,cat,train
180,cat.10159.jpg,0,cat,train
181,cat.1016.jpg,0,cat,train
182,cat.10160.jpg,0,cat,train
183,cat.10161.jpg,0,cat,train
184,cat.10162.jpg,0,cat,train
185,cat.10163.jpg,0,cat,train
186,cat.10164.jpg,0,cat,train
187,cat.10165.jpg,0,cat,train
188,cat.10166.jpg,0,cat,train
189,cat.10167.jpg,0,cat,train
190,cat.10168.jpg,0,cat,train
191,cat.10169.jpg,0,cat,train
192,cat.1017.jpg,0,cat,train
193,cat.10170.jpg,0,cat,train
194,cat.10171.jpg,0,cat,train
195,cat.10172.jpg,0,cat,train
196,cat.10173.jpg,0,cat,train
197,cat.10174.jpg,0,cat,train
198,cat.10175.jpg,0,cat,train
199,cat.10176.jpg,0,cat,train
200,dog.0.jpg,1,dog,train
201,dog.1.jpg,1,dog,train
202,dog.10.jpg,1,dog,train
203,dog.100.jpg,1,dog,train
204,dog.1000.jpg,1,dog,train
205,dog.10000.jpg,1,dog,train
206,dog.10001.jpg,1,dog,train
207,dog.10002.jpg,1,dog,train
208,dog.10003.jpg,1,dog,train
209,dog.10004.jpg,1,dog,train
210,dog.10005.jpg,1,dog,train
211,dog.10006.jpg,1,dog,train
212,dog.10007.jpg,1,dog,train
213,dog.10008.jpg,1,dog,train
214,dog.10009.jpg,1,dog,train
215,dog.1001.jpg,1,dog,train
216,dog.10010.jpg,1,dog,train
217,dog.10011.jpg,1,dog,train
218,dog.10012.jpg,1,dog,train
219,dog.10013.jpg,1,dog,train
220,dog.10014.jpg,1,dog,train
